id,day,event_type,category,region,device,account_age_days,num_prev_listings,prev_reports_30d,verification_level,price,num_images,message_length,contains_off_platform,urgency_words,payment_attempt,time_to_first_response_min,risk_score
1520,3,ad_post,fashion,,android,67.4,3,0,1,94.21,3,42,0,0,1,19.2,0.6516780184207738
440,2,ad_post,phones,urban,ios,44.9,2,0,0,610.78,3,20,0,0,0,8.7,0.6515978885094766
1848,2,ad_post,electronics,metro,ios,71.7,7,0,0,133.4,4,0,0,0,0,4.5,0.6512743422357754
996,3,ad_post,phones,metro,ios,40.6,2,0,0,71.1,1,89,0,0,0,6.4,0.6512505797530308
872,4,ad_post,bikes,urban,android,15.0,5,0,0,606.54,2,176,0,0,0,12.9,0.6511297816891035
1837,5,ad_post,other,urban,android,94.3,5,1,1,,4,145,0,0,0,16.0,0.6509524375124612
881,5,message_send,furniture,urban,web,20.9,6,1,1,93.07,1,231,0,0,0,12.3,0.6506085178422936
234,1,ad_post,phones,rural,ios,139.4,5,1,1,67.14,2,118,0,0,0,23.0,0.6501950818598633
1279,3,ad_post,other,rural,android,35.9,4,0,0,280.27,3,194,0,0,0,3.8,0.6492828623471802
413,5,ad_post,furniture,metro,android,18.6,4,0,0,78.11,3,182,0,0,0,49.9,0.649075967222541
1311,1,ad_post,bikes,urban,android,32.2,2,0,0,112.14,3,0,0,0,0,21.8,0.6490687160266746
1710,3,message_send,furniture,metro,android,35.4,6,0,0,258.2,3,141,0,0,0,,0.6490635815081169
265,2,ad_post,bikes,urban,android,16.2,3,0,0,165.43,2,87,0,0,0,16.1,0.6488874734146448
652,1,message_send,other,metro,ios,33.2,2,0,0,250.5,0,145,0,0,0,9.6,0.6484551806644161
1327,2,message_send,electronics,rural,android,33.3,3,0,0,20.65,2,200,0,0,0,78.3,0.6480451605501104
1585,3,ad_post,electronics,metro,android,43.7,2,0,0,104.94,2,115,0,0,0,4.0,0.6479271493049144
387,2,ad_post,other,metro,android,37.2,3,0,1,179.85,4,136,0,0,1,57.6,0.6478902145373259
813,5,message_send,bikes,,android,183.8,4,0,0,113.89,2,307,0,1,0,4.8,0.6474328175145765
1102,5,ad_post,phones,metro,android,46.8,5,0,0,459.42,4,140,0,0,0,3.7,0.6472578137486333
1248,5,ad_post,furniture,metro,android,64.1,2,1,2,110.52,9,108,0,0,0,,0.647043428273551
305,2,ad_post,electronics,rural,android,33.8,0,0,2,239.51,2,82,0,1,0,,0.6470315402149416
895,5,ad_post,phones,urban,ios,17.3,2,0,0,155.03,3,164,0,0,0,,0.646777372014005
1129,2,ad_post,electronics,urban,android,18.6,5,0,0,355.0,2,105,0,0,0,18.9,0.6460869491233431
474,3,message_send,electronics,metro,android,34.6,2,0,0,40.93,1,161,0,0,0,1.9,0.6460677654223795
1053,4,message_send,bikes,urban,web,14.1,1,0,1,72.61,1,248,0,1,0,1.8,0.6456375967654991
710,3,ad_post,furniture,urban,android,20.1,1,0,0,91.93,4,79,0,0,0,12.3,0.6455404868319018
415,3,ad_post,other,urban,ios,28.5,3,0,1,,2,72,0,0,1,4.1,0.6453079076498593
1061,1,message_send,furniture,,android,37.6,6,0,0,140.14,4,134,0,0,0,25.1,0.6450832511432771
476,1,ad_post,phones,urban,ios,14.1,2,0,0,141.43,2,150,0,0,0,10.2,0.6450800788109889
326,3,ad_post,furniture,rural,ios,95.1,6,0,0,805.65,4,18,0,0,0,6.5,0.644753407209239
215,2,ad_post,other,urban,ios,21.3,2,0,0,71.83,5,152,0,0,0,8.5,0.644746972122515
1873,5,ad_post,fashion,metro,ios,74.9,3,0,1,,3,132,0,0,1,30.7,0.6445805506773018
201,5,ad_post,other,urban,android,20.4,2,0,0,436.3,3,50,0,0,0,45.1,0.6440240296980329
1317,3,ad_post,electronics,urban,android,25.5,1,0,0,100.85,1,29,0,0,0,8.1,0.643798171567873
1187,1,message_send,bikes,,android,35.6,0,0,0,,0,179,0,0,0,18.0,0.6427462063329861
184,4,ad_post,furniture,urban,ios,26.1,6,0,0,71.76,2,21,0,0,0,5.0,0.6425617938748038
1554,3,message_send,other,urban,android,236.3,6,0,0,181.36,3,284,1,0,0,19.0,0.6424772105982678
1860,3,message_send,electronics,metro,ios,63.3,3,0,0,352.79,0,56,0,0,0,44.8,0.6423825465398496
276,4,message_send,phones,metro,android,28.9,1,0,1,47.46,1,224,0,0,1,13.3,0.6423422606477849
262,3,ad_post,phones,urban,android,22.0,2,0,0,142.05,4,91,0,0,0,2.5,0.6421333778188572
780,5,ad_post,other,urban,android,21.5,2,0,0,160.79,5,106,0,0,0,4.9,0.6420735567648731
341,1,ad_post,bikes,metro,ios,231.2,4,0,0,98.04,5,135,0,1,0,5.8,0.6418423297309572
1854,4,ad_post,phones,urban,ios,28.5,7,0,1,128.06,3,136,0,0,1,2.6,0.6418099383465041
899,1,ad_post,other,,android,29.6,4,0,1,107.76,4,250,0,0,1,12.8,0.6417148068806392
811,1,message_send,bikes,,android,45.3,3,0,0,,1,123,0,0,0,9.0,0.6409523638996664
1369,3,message_send,bikes,metro,android,7.7,4,0,2,84.79,2,131,0,1,0,86.0,0.6408513771392611
553,5,message_send,fashion,urban,android,24.1,2,0,0,198.7,0,114,0,0,0,4.0,0.6405765006356475
1338,3,ad_post,phones,metro,android,62.6,5,0,1,194.55,5,94,0,0,1,,0.6402197429640581
468,5,message_send,bikes,,android,139.0,3,1,1,170.43,3,214,0,0,0,6.0,0.6399405746097659
1668,3,message_send,fashion,urban,ios,34.9,5,0,0,43.04,4,194,0,0,0,24.5,0.6398275609851446
805,1,ad_post,other,rural,android,62.7,0,0,0,201.98,4,97,0,0,0,1.6,0.639753719769717
129,3,ad_post,fashion,urban,android,28.8,0,1,2,15.04,2,55,0,0,0,28.6,0.6397026927783838
1250,1,message_send,bikes,rural,android,203.9,3,0,1,91.93,4,275,1,0,0,14.6,0.6395791414687613
930,2,ad_post,electronics,rural,ios,111.1,3,0,0,509.01,6,19,0,0,0,29.7,0.6394893138027195
388,3,ad_post,bikes,metro,android,82.7,2,0,1,173.62,6,88,0,0,1,6.7,0.6391467745887743
1623,5,message_send,bikes,metro,android,34.3,3,0,0,,1,90,0,0,0,160.9,0.6391069519675434
37,3,ad_post,furniture,metro,android,47.7,5,1,2,279.23,4,86,0,0,0,20.7,0.6390092557403138
1228,5,ad_post,fashion,urban,web,31.1,4,0,2,53.22,2,100,1,0,0,10.2,0.6387713256376679
69,5,ad_post,bikes,metro,android,39.8,5,0,0,105.62,1,108,0,0,0,26.3,0.6385643143479389
765,4,message_send,furniture,urban,android,92.2,4,0,0,256.98,2,288,0,0,1,68.9,0.6383300093476029
1840,3,ad_post,phones,metro,android,35.5,3,1,2,385.44,2,148,0,0,0,52.6,0.638272972644256
1165,5,message_send,phones,,web,44.9,1,0,2,81.22,1,110,1,0,0,,0.6381552815682869
1617,4,ad_post,phones,urban,ios,81.7,2,0,1,125.78,1,155,0,1,0,19.9,0.6381394121367454
1125,1,ad_post,fashion,metro,ios,97.1,1,0,0,264.23,4,10,0,0,0,15.8,0.6380534963399477
1701,3,message_send,fashion,metro,web,104.4,0,0,0,67.12,3,243,0,0,1,4.5,0.6380416953638832
606,1,ad_post,other,metro,ios,63.8,4,0,0,195.54,4,30,0,0,0,35.9,0.6378061698834708
12,4,ad_post,phones,urban,android,39.8,0,0,1,54.26,7,152,0,0,1,9.6,0.6375875543845508
1602,4,ad_post,furniture,metro,ios,50.0,2,0,0,138.74,0,88,0,0,0,5.0,0.6371857192858039
1692,3,ad_post,other,urban,web,41.6,5,0,0,86.78,1,194,0,0,1,15.8,0.6369189461693003
1273,1,message_send,furniture,metro,ios,11.7,1,0,0,15.11,1,294,0,0,0,134.4,0.6368114360058775
867,3,ad_post,other,urban,ios,28.9,2,0,0,245.15,2,6,0,0,0,87.7,0.6367406873187478
380,4,ad_post,bikes,metro,android,14.5,4,0,2,148.73,2,86,0,1,0,84.6,0.636709735435157
1412,3,ad_post,electronics,urban,android,15.6,4,0,0,103.04,2,155,0,0,0,5.8,0.6365563457713582
359,4,ad_post,bikes,urban,android,44.8,1,0,1,71.34,3,62,0,0,1,6.7,0.6361350959437377
1392,1,ad_post,furniture,metro,ios,68.0,3,0,0,,2,2,0,0,0,,0.6359988898234292
943,3,ad_post,fashion,urban,ios,23.9,7,0,0,181.25,2,199,0,0,0,33.9,0.6359665729320704
1466,3,ad_post,bikes,urban,android,43.5,3,0,0,448.93,6,184,0,0,0,9.5,0.6354300161605264
754,1,ad_post,bikes,metro,android,46.4,1,0,0,70.35,2,125,0,0,0,49.2,0.6349599000405207
1084,2,ad_post,electronics,rural,android,166.3,3,0,0,,2,102,0,0,1,43.7,0.634930203345186
1152,5,ad_post,bikes,metro,web,90.2,2,1,1,159.62,3,202,0,0,0,9.6,0.6348161323782672
523,4,ad_post,electronics,urban,android,33.1,4,0,0,,3,57,0,0,0,19.6,0.6346256212019427
859,4,ad_post,other,rural,ios,75.1,2,0,1,25.84,2,61,0,0,1,14.3,0.6345081431911548
1162,1,ad_post,electronics,,android,49.7,11,0,0,,6,50,0,0,0,156.4,0.6342544017911087
347,5,ad_post,furniture,urban,android,117.0,5,0,0,161.97,3,143,0,0,1,21.1,0.6342396115480501
838,2,message_send,electronics,metro,android,61.5,2,0,1,284.28,3,175,0,0,1,51.3,0.6341585203727944
264,4,ad_post,furniture,urban,android,46.6,3,0,0,96.94,6,0,0,0,0,2.8,0.6340066895426497
1094,2,ad_post,phones,metro,ios,78.2,3,0,0,73.98,4,0,0,0,0,2.7,0.6339819228396526
1767,3,message_send,other,metro,android,37.3,7,0,0,161.24,4,189,0,0,0,7.4,0.6339322140950038
732,5,ad_post,bikes,urban,android,28.7,2,1,2,,2,80,0,0,0,13.4,0.6335394404897164
1117,1,message_send,other,urban,ios,50.9,5,0,1,193.01,6,48,0,0,1,86.8,0.6335129885916662
577,1,ad_post,furniture,rural,android,38.6,3,0,0,187.03,1,139,0,0,0,76.0,0.633420281287538
217,3,message_send,electronics,metro,android,76.6,3,0,0,247.11,5,69,0,0,0,26.2,0.632610924049567
945,1,ad_post,furniture,metro,ios,60.0,4,0,0,,2,61,0,0,0,22.0,0.6324178197983704
91,5,message_send,other,,ios,138.8,3,1,1,,2,161,0,0,0,40.6,0.6319699758455042
638,2,message_send,other,rural,android,77.2,1,0,0,986.58,3,174,0,0,0,17.2,0.6318949702379054
1916,1,ad_post,furniture,rural,ios,78.7,6,0,0,294.37,3,66,0,0,0,23.8,0.631357114357817
1134,4,ad_post,bikes,urban,ios,36.4,3,0,0,,2,149,0,0,0,11.8,0.6305225447658701
1167,1,ad_post,furniture,rural,ios,60.0,1,0,0,,2,204,0,0,0,11.6,0.630429201350989
508,4,ad_post,furniture,urban,android,26.6,2,0,0,95.05,3,73,0,0,0,,0.6300137252895902
1559,3,ad_post,other,metro,android,64.6,8,0,0,695.42,5,104,0,0,0,27.9,0.6296162595778338
487,5,message_send,furniture,urban,android,8.4,3,0,0,,1,160,0,0,0,28.5,0.629269323923435
1195,2,ad_post,electronics,urban,ios,29.4,3,0,0,56.78,1,142,0,0,0,,0.6289373667967794
1133,4,ad_post,bikes,rural,ios,79.2,2,0,0,82.58,3,168,0,0,0,9.7,0.6287187636129061
622,5,ad_post,bikes,urban,ios,64.8,4,0,0,847.77,3,123,0,0,0,11.7,0.6285659689212024
1641,2,message_send,bikes,urban,ios,54.6,3,0,0,248.57,3,78,0,0,0,41.5,0.6281562308962986
1513,3,ad_post,fashion,metro,android,72.5,3,0,0,151.38,2,61,0,0,0,5.5,0.6280917901326891
759,4,ad_post,electronics,metro,web,18.5,4,0,0,95.18,6,125,0,0,0,,0.6277974317878816
1948,3,ad_post,furniture,urban,android,18.2,2,0,0,149.18,1,104,0,0,0,15.0,0.627630092131461
491,1,ad_post,phones,metro,android,59.6,1,0,0,137.74,1,0,0,0,0,8.0,0.6275118019169097
1874,5,ad_post,furniture,urban,android,14.2,1,0,0,36.57,0,96,0,0,0,11.0,0.6268756208537466
144,1,ad_post,other,urban,ios,20.7,4,0,1,140.26,2,212,0,0,1,13.2,0.626746898725814
1990,2,message_send,phones,urban,ios,30.6,5,1,2,221.11,3,182,0,0,0,3.2,0.6262705455301897
202,2,ad_post,phones,metro,android,44.9,4,0,0,,2,131,0,0,0,4.9,0.6258466586767504
932,3,ad_post,furniture,metro,web,148.3,5,0,0,39.44,2,167,0,1,0,1.8,0.6254318658674206
1635,2,ad_post,furniture,,android,45.7,1,0,0,48.15,1,97,0,0,0,24.7,0.6252029220611371
51,4,ad_post,bikes,urban,android,37.0,6,0,0,92.41,3,66,0,0,0,3.9,0.6251648561688541
490,4,ad_post,other,urban,ios,32.1,2,0,0,339.39,2,111,0,0,0,43.6,0.6250983647989538
714,2,ad_post,bikes,metro,ios,265.7,2,1,0,248.82,2,44,0,0,0,94.4,0.6250962637383679
462,4,ad_post,electronics,metro,android,63.2,2,0,0,87.2,2,74,0,0,0,15.8,0.6249473311830952
17,2,message_send,bikes,urban,ios,65.3,5,0,0,288.65,6,119,0,0,0,,0.624888580500338
1593,5,ad_post,other,metro,android,55.6,1,0,0,194.66,2,85,0,0,0,1.8,0.6247503228940292
1950,5,ad_post,electronics,rural,android,80.4,3,0,0,26.37,1,0,0,0,0,7.5,0.6238798285126396
450,5,ad_post,other,urban,web,40.8,2,0,2,85.5,1,73,0,1,1,,0.6237261590191696
1938,1,message_send,bikes,rural,android,44.7,2,0,2,59.5,3,156,0,1,0,12.4,0.6236950084460865
1515,3,ad_post,furniture,metro,web,11.6,7,0,0,136.15,5,65,0,0,0,23.8,0.62340945610903
273,3,message_send,fashion,urban,android,49.1,5,1,2,64.14,3,27,0,0,0,14.4,0.6232726834858225
992,3,ad_post,electronics,metro,ios,87.1,2,0,0,197.99,5,127,0,0,0,20.9,0.6231809784358939
1184,3,ad_post,electronics,metro,android,81.7,5,0,0,199.29,4,15,0,0,0,,0.6229792037529717
1226,4,message_send,fashion,urban,android,46.9,2,0,0,224.75,2,116,0,0,0,13.5,0.622523220509904
1299,5,message_send,furniture,,android,64.9,5,0,0,870.99,4,205,0,0,0,67.7,0.6221430485731217
263,3,ad_post,other,urban,ios,21.7,3,0,0,194.46,2,177,0,0,0,29.1,0.6215773785060628
544,2,ad_post,furniture,urban,android,30.3,3,0,0,292.15,2,79,0,0,0,23.0,0.6215216731340668
786,5,message_send,furniture,metro,web,18.0,0,0,1,60.96,3,95,0,0,1,35.0,0.6213881866126871
562,1,ad_post,other,urban,android,19.9,1,0,0,110.12,2,88,0,0,0,39.3,0.6211536295286635
655,2,ad_post,fashion,urban,android,42.9,4,0,2,607.62,3,0,0,1,0,6.8,0.6209161097536348
294,2,ad_post,bikes,urban,android,31.4,2,0,0,138.02,1,75,0,0,0,45.1,0.6207742326146288
1649,4,message_send,furniture,metro,android,69.4,0,0,0,101.85,2,26,0,0,0,26.9,0.620679564540151
1689,5,message_send,other,metro,ios,75.0,1,0,0,475.81,1,104,0,0,0,8.8,0.6204647997343812
920,2,message_send,fashion,urban,android,21.8,2,0,0,,0,188,0,0,0,53.9,0.6201541943561939
1122,3,ad_post,bikes,metro,android,57.9,2,0,0,46.85,2,155,0,0,0,8.0,0.6199144791662964
507,1,message_send,furniture,urban,android,25.3,5,0,0,123.64,1,69,0,0,0,7.0,0.6198585689910028
1782,3,ad_post,other,metro,ios,54.7,1,0,0,75.4,1,145,0,0,0,12.0,0.6192311586093652
1996,1,message_send,bikes,metro,android,65.7,5,0,1,57.64,3,193,0,0,1,21.9,0.6189350541109004
1128,2,ad_post,other,metro,android,68.7,3,0,0,283.06,2,0,0,0,0,11.3,0.618176920008138
755,2,ad_post,furniture,urban,android,16.7,6,0,0,20.57,2,92,0,0,0,45.5,0.6177358791969462
1671,1,ad_post,electronics,metro,android,83.3,3,0,0,322.97,3,41,0,0,0,21.0,0.6176063541525626
1512,1,ad_post,bikes,urban,android,43.5,2,0,0,56.03,2,27,0,0,0,48.2,0.6171368842177317
891,2,message_send,other,metro,ios,81.4,3,0,1,181.02,3,103,0,0,1,22.3,0.6164266604848373
956,2,ad_post,fashion,urban,ios,136.9,1,0,0,,0,185,0,0,1,90.8,0.6163452206468574
591,2,message_send,fashion,urban,android,36.2,2,0,0,68.79,2,198,0,0,0,2.4,0.6163363567472977
1929,2,message_send,furniture,metro,android,52.6,4,0,0,543.08,1,218,0,0,0,10.4,0.6161646450013177
971,2,ad_post,electronics,metro,web,39.4,3,0,0,255.47,4,0,0,0,0,18.8,0.6160774888079672
225,5,ad_post,other,urban,android,114.9,3,0,0,32.14,2,184,0,0,1,21.7,0.6158517389943134
409,3,ad_post,other,metro,ios,67.4,4,0,0,113.39,2,74,0,0,0,2.1,0.6158194919316
509,1,message_send,phones,urban,web,100.7,1,0,0,575.11,3,131,0,0,1,15.8,0.6157158144493754
528,2,ad_post,electronics,rural,ios,93.6,3,0,0,116.76,2,72,0,0,0,12.8,0.6155902555524119
1795,5,message_send,other,urban,ios,31.3,3,0,0,359.2,2,222,0,0,0,27.1,0.6155563102650657
1844,1,ad_post,electronics,,android,102.9,2,0,0,722.19,4,27,0,0,0,36.4,0.6154057015309006
801,5,message_send,bikes,urban,ios,40.9,4,0,0,32.87,2,194,0,0,0,5.5,0.6153436348776498
1981,2,message_send,other,metro,web,12.9,1,0,1,74.87,3,151,0,0,1,17.1,0.6149855933647873
550,3,ad_post,bikes,rural,android,78.5,5,0,0,179.49,3,135,0,0,0,,0.6148056596612614
261,1,ad_post,fashion,urban,android,57.6,3,0,0,147.17,3,51,0,0,0,6.6,0.6146788287803981
1188,3,ad_post,electronics,urban,android,59.7,5,0,1,91.16,4,71,0,0,1,6.0,0.6139936743905026
1521,4,ad_post,electronics,metro,android,69.9,4,0,1,403.52,1,162,0,0,1,38.3,0.6136822007443402
7,2,message_send,bikes,urban,android,55.9,3,0,0,150.08,6,160,0,0,0,2.1,0.6136622927184714
727,3,ad_post,fashion,urban,android,43.4,2,0,0,31.78,3,122,0,0,0,48.0,0.6133306959123705
251,3,ad_post,other,metro,web,28.6,5,0,1,128.35,5,37,0,0,1,21.1,0.6131068218482747
1645,5,message_send,furniture,metro,ios,60.0,3,0,1,,1,227,0,0,1,57.0,0.612711062349048
823,1,message_send,other,urban,android,40.0,5,0,1,,5,182,0,0,1,9.1,0.6125311784526962
1745,3,ad_post,electronics,urban,web,57.0,0,0,1,240.83,2,159,0,1,0,11.2,0.6121651678428457
1947,3,ad_post,other,urban,android,19.0,2,0,0,185.75,1,168,0,0,0,6.1,0.6121482314947341
852,3,ad_post,electronics,urban,android,48.6,2,0,0,218.68,2,72,0,0,0,18.1,0.6120477402089831
289,2,ad_post,electronics,urban,ios,52.7,3,0,0,126.34,2,108,0,0,0,9.4,0.6115763371662053
97,3,ad_post,electronics,rural,android,5.9,6,0,1,451.0,3,9,0,0,0,12.4,0.6113758598266762
1861,3,ad_post,phones,urban,android,59.3,4,0,1,434.47,3,69,0,0,1,13.7,0.6110725738899221
1672,5,ad_post,bikes,metro,ios,83.4,3,0,1,300.27,0,166,0,0,1,3.9,0.6110254449351149
1050,5,ad_post,other,metro,web,33.0,4,0,0,433.13,6,78,0,0,0,17.9,0.6106968270878727
1518,2,message_send,furniture,urban,ios,44.0,1,0,0,60.47,3,157,0,0,0,37.3,0.6106761384873707
1664,2,ad_post,other,,android,49.6,0,0,0,51.8,1,127,0,0,0,24.7,0.6105745972184873
458,2,message_send,phones,urban,ios,38.2,1,0,1,274.29,2,300,0,0,1,,0.61037668558388
1539,1,message_send,bikes,metro,ios,76.8,2,0,0,71.21,0,126,0,0,0,1.7,0.6102198355952467
385,1,ad_post,other,metro,android,47.0,2,0,0,,2,189,0,0,0,5.3,0.6101168699895524
1813,1,ad_post,other,metro,ios,108.3,1,0,1,169.72,5,0,0,0,1,27.0,0.6101059524260839
1553,5,ad_post,furniture,metro,android,166.4,3,0,0,207.78,4,185,0,0,1,36.1,0.6100530485948817
444,1,ad_post,furniture,urban,ios,44.0,4,0,2,782.83,6,150,0,1,0,24.0,0.6093205407326802
1164,5,ad_post,electronics,urban,ios,66.0,6,0,0,305.28,1,0,0,0,0,18.3,0.6090573834846154
1035,1,ad_post,furniture,urban,ios,47.5,5,0,0,,3,112,0,0,0,8.7,0.6090554557511456
1682,5,message_send,other,rural,android,164.2,2,0,0,189.94,1,182,0,0,1,39.5,0.6089869679634577
1204,4,ad_post,other,urban,android,25.5,2,0,0,,2,160,0,0,0,4.2,0.6088471270917367
381,5,ad_post,fashion,metro,android,78.1,3,0,0,209.05,1,101,0,0,0,5.2,0.6083950777928052
941,3,ad_post,electronics,urban,ios,77.0,3,0,0,450.06,5,126,0,0,0,16.4,0.6076599109159809
1530,2,message_send,bikes,metro,android,63.0,2,0,0,225.31,1,187,0,0,0,40.4,0.6075282418291541
469,5,message_send,electronics,urban,android,37.2,2,0,0,54.44,3,222,0,0,0,5.2,0.6073722316063404
1217,2,ad_post,other,rural,android,15.0,4,0,1,160.72,8,1,0,0,0,4.2,0.6073526309106496
1435,5,ad_post,electronics,urban,android,55.1,1,0,0,69.29,5,154,0,0,0,7.0,0.6072071663262106
1418,2,ad_post,bikes,metro,android,89.7,2,0,0,369.73,4,125,0,0,0,11.7,0.607138847857107
672,3,message_send,electronics,metro,web,20.3,2,0,0,346.41,0,111,0,0,0,20.7,0.6067686503997431
1688,5,ad_post,fashion,metro,android,92.2,3,0,0,140.04,5,129,0,0,0,19.2,0.6066799237360039
906,3,ad_post,bikes,metro,ios,110.9,2,0,0,59.86,5,0,0,0,0,36.5,0.6064194726808121
1894,2,ad_post,furniture,urban,ios,56.2,3,0,1,243.99,1,66,0,0,1,58.9,0.6062981438042463
420,2,ad_post,other,metro,ios,52.0,1,0,0,,2,218,0,0,0,72.4,0.6061867240191022
1872,3,ad_post,bikes,metro,android,255.0,3,1,0,90.49,1,97,0,0,0,66.7,0.6060788317031783
1086,4,ad_post,electronics,urban,android,49.6,3,0,0,367.29,3,175,0,0,0,5.0,0.605941475200651
1100,2,ad_post,fashion,metro,ios,22.6,2,0,2,123.2,6,102,0,0,1,41.2,0.6057227183460235
1384,5,message_send,bikes,metro,android,48.2,3,0,2,105.91,3,107,0,1,0,55.0,0.605633827859331
1256,1,message_send,bikes,metro,ios,103.9,1,0,0,224.32,3,92,0,0,0,3.8,0.605405748181148
280,5,message_send,bikes,urban,web,10.1,3,0,1,296.03,2,125,0,0,1,5.9,0.6047978393160056
435,1,message_send,furniture,metro,android,79.7,4,0,0,101.53,4,73,0,0,0,1.6,0.6043515677987452
1258,1,message_send,phones,metro,ios,258.5,4,1,0,22.26,4,181,0,0,0,74.7,0.6041766332838775
904,2,ad_post,other,metro,android,81.8,3,0,0,299.52,4,47,0,0,0,18.0,0.6038027416485521
1219,4,ad_post,other,metro,android,47.8,4,0,2,,4,50,0,1,0,13.0,0.6032994461910126
20,4,ad_post,furniture,urban,android,30.7,3,0,0,167.69,1,91,0,0,0,51.3,0.6026511177759795
545,1,ad_post,phones,rural,ios,88.7,7,0,0,72.81,1,22,0,0,0,9.7,0.6024497875937043
1364,2,message_send,bikes,rural,android,85.8,6,0,0,,2,126,0,0,0,14.4,0.6023456725356722
1112,2,message_send,other,rural,ios,11.6,0,0,2,243.93,3,120,0,0,1,14.3,0.60233533581894
155,1,message_send,other,urban,android,28.1,4,0,0,341.23,2,209,0,0,0,2.2,0.6022505271344912
89,3,ad_post,bikes,metro,ios,93.0,5,0,0,147.61,2,56,0,0,0,17.7,0.6015530225689454
235,1,ad_post,other,urban,android,31.7,6,0,0,92.99,4,123,0,0,0,35.4,0.6014929111863888
1135,1,message_send,electronics,metro,ios,155.2,0,0,1,50.4,1,80,0,1,0,51.8,0.6011685530587133
976,5,ad_post,phones,rural,ios,105.4,2,0,0,320.09,1,21,0,0,0,,0.6010071589290218
1116,1,message_send,furniture,metro,android,45.7,5,0,0,293.99,0,227,0,0,0,28.4,0.600830843200461
1568,4,ad_post,bikes,metro,android,80.1,3,0,0,63.47,2,28,0,0,0,74.9,0.6008279388151316
1004,4,message_send,electronics,metro,android,66.6,4,0,2,176.24,4,70,0,1,0,3.5,0.6005296543587381
24,5,ad_post,other,metro,android,83.5,4,0,0,148.5,5,25,0,0,0,35.7,0.600211685305022
764,3,ad_post,furniture,rural,web,26.7,4,0,0,57.19,2,77,0,0,0,14.0,0.6001023973166316
552,4,ad_post,fashion,metro,ios,10.2,4,0,1,350.37,1,28,0,0,0,22.6,0.6000274132445661
504,1,message_send,furniture,metro,ios,83.3,2,0,0,69.33,5,187,0,0,0,34.3,0.5996876650268133
802,4,ad_post,furniture,urban,ios,55.0,0,0,0,87.2,1,83,0,0,0,6.6,0.5994393564558066
645,4,ad_post,furniture,metro,ios,84.6,3,0,0,256.54,0,17,0,0,0,33.6,0.5993066363798715
192,3,ad_post,furniture,metro,android,65.1,3,0,0,132.95,1,101,0,0,0,3.4,0.5992024109117124
715,4,message_send,other,urban,android,45.1,4,0,0,78.43,5,148,0,0,0,9.0,0.5991855751369605
154,1,ad_post,bikes,urban,ios,84.4,3,0,0,50.79,4,0,0,0,0,4.2,0.598720406530195
102,5,ad_post,other,urban,web,89.4,10,0,0,82.91,2,14,0,0,1,17.3,0.5983293330274598
520,2,message_send,other,metro,android,53.5,2,0,0,415.04,0,209,0,0,0,20.4,0.5983084833440965
1329,4,message_send,furniture,urban,android,32.2,4,0,0,241.96,1,184,0,0,0,17.4,0.5977710127214724
268,3,ad_post,other,urban,ios,159.1,8,0,0,184.2,4,8,0,0,1,108.0,0.5977263844027569
367,3,message_send,other,metro,android,53.7,2,0,0,,0,135,0,0,0,36.5,0.5977181427128669
974,4,ad_post,phones,metro,android,78.1,1,0,1,129.93,1,75,0,0,1,42.2,0.5976367222566733
874,2,ad_post,other,urban,android,33.2,2,0,2,186.99,4,0,0,1,0,12.8,0.5974280732611187
1908,3,ad_post,phones,urban,android,74.0,1,0,0,280.13,7,87,0,0,0,31.1,0.5971627276344238
1939,2,message_send,furniture,rural,ios,4.5,1,0,1,325.63,1,121,0,0,0,8.0,0.5970139435318242
615,5,message_send,other,urban,ios,47.9,6,0,1,428.05,2,255,0,0,1,,0.5968093664578631
137,5,message_send,phones,rural,android,84.3,2,0,0,430.0,3,210,0,0,0,27.4,0.5967740677029902
1871,3,ad_post,furniture,urban,android,54.9,8,0,1,163.95,4,112,0,0,1,15.5,0.5967735573324067
1285,4,ad_post,other,metro,android,80.8,1,0,0,112.36,4,84,0,0,0,17.4,0.5963989832582847
1896,3,message_send,furniture,metro,android,61.3,4,0,0,64.69,2,201,0,0,0,4.6,0.5956232564338795
548,3,ad_post,electronics,metro,android,89.5,3,0,1,47.74,3,136,0,0,1,2.3,0.5956198327804032
224,1,message_send,other,urban,ios,63.8,5,0,0,464.01,6,226,0,0,0,4.8,0.5955506099869972
662,5,ad_post,other,urban,ios,50.0,3,0,0,346.22,1,117,0,0,0,26.5,0.5954667399374718
854,3,ad_post,furniture,urban,ios,155.8,4,1,1,141.24,2,49,0,0,0,16.7,0.5947596599942289
1712,5,ad_post,other,urban,ios,57.4,2,0,0,197.63,4,160,0,0,0,26.7,0.5944684181714582
1239,3,ad_post,furniture,urban,ios,61.7,1,0,0,89.89,2,86,0,0,0,9.0,0.5942662206409945
407,1,message_send,furniture,metro,android,48.0,4,0,1,102.65,0,244,0,0,1,64.0,0.5939292667270334
1746,4,ad_post,fashion,urban,android,18.3,2,0,2,59.7,1,187,0,1,0,3.9,0.5937764637415369
123,5,ad_post,fashion,urban,android,60.7,4,0,0,285.68,1,61,0,0,0,53.3,0.5931211272949822
1485,2,ad_post,electronics,rural,ios,169.5,2,0,1,136.41,0,90,0,1,0,6.4,0.5930002666665797
1357,5,message_send,other,metro,ios,160.6,5,0,2,208.77,3,131,0,1,1,28.2,0.5929966325240813
